alt,alpha,mach,rpm_forward,rpm_lift,cp_forward,cp_lift,ct_forward,ct_lift
1831.7,6.166500000000001,0.09375,611.4666666666667,3218.3999999999996,-0.23825999999999992,-0.24317999999999995,-0.30992,-0.08005333333333331
1946.3000000000002,16.1761,0.25165,5616.8,3029.0666666666666,0.50646,0.23946000000000012,0.5904533333333333,-0.48912
1014.9000000000001,9.391100000000002,0.19659,170.9333333333334,3677.0666666666666,-0.61806,0.23778,0.6882666666666668,0.61296
2035.1,16.536433333333335,0.10209000000000001,1989.066666666667,2818.4000000000005,0.2525399999999999,-0.68178,0.5420266666666667,-0.03194666666666657
1696.5,7.888433333333333,0.17957,746.9333333333338,3915.466666666667,-0.6933,0.6733800000000002,-0.5839466666666667,-0.2572266666666667
2413.1,-1.9417666666666662,0.12655,3173.0666666666675,141.5999999999999,0.2229,-0.06522000000000006,-0.3378666666666667,0.1457600000000001
762.5,0.6419000000000006,0.25711,965.6000000000004,3394.3999999999996,-0.19074000000000002,-0.69894,0.3650666666666669,-0.74192
984.9000000000001,-1.0294333333333334,0.11381,4023.7333333333336,-590.1333333333332,-0.03953999999999991,-0.6891,0.28069333333333324,-0.14533333333333331
2505.1000000000004,12.217033333333333,0.12177,-968.8,1579.4666666666667,-0.13985999999999998,-0.46458,0.7007466666666669,0.27770666666666655
2101.9,5.646700000000001,0.19987,3421.0666666666666,-347.9999999999998,0.16686000000000012,-0.14682000000000006,0.03952000000000011,-0.32176000000000005
2545.9,2.0954999999999995,0.20597,5210.933333333334,2781.6000000000004,0.10494000000000014,-0.83106,-0.20922666666666667,-0.5222933333333333
629.7,-4.2908333333333335,0.17537,5453.0666666666675,2925.0666666666666,-0.34121999999999997,0.4954200000000001,0.30245333333333346,0.49839999999999995
161.5,1.6171000000000006,0.14941,3082.9333333333343,-147.4666666666667,0.69654,0.0048600000000000865,0.10938666666666674,-0.68784
1860.9000000000003,-0.6629666666666667,0.16947,5416.266666666667,-1981.6,0.5158200000000001,0.76686,-0.5290133333333333,-0.30063999999999996
2397.3,-1.977033333333333,0.25528999999999996,3542.133333333334,1424.8000000000002,0.19601999999999997,-0.60606,0.72912,0.5254933333333334
653.9,12.121966666666669,0.26527,4906.933333333333,-1409.8666666666666,-0.3019799999999999,0.7920600000000001,0.13680000000000003,-0.7398933333333334
2136.1000000000004,1.813366666666667,0.25367,-535.7333333333333,2870.133333333333,-0.28590000000000004,-0.47658,-0.3139733333333333,0.5397866666666669
192.50000000000003,-2.1901666666666664,0.28848999999999997,4036.000000000001,-161.86666666666656,0.8913000000000001,-0.41550000000000004,0.5887466666666668,0.12506666666666677
177.9,-3.5349,0.24971,-1513.3333333333333,3958.133333333333,-0.28794,-0.81714,0.15471999999999997,0.6017600000000003
873.3000000000001,11.2771,0.10819000000000001,1558.1333333333337,5757.6,-0.51162,-0.06557999999999997,-0.34682666666666667,0.7852266666666667
1045.3000000000002,-4.898033333333333,0.09841,697.3333333333335,-1361.3333333333333,0.31218,0.65874,0.6493333333333335,0.2929600000000001
689.3000000000001,11.853633333333335,0.15893000000000002,-1993.8666666666666,-1520.8,0.23706000000000016,0.23490000000000022,-0.042186666666666595,-0.6947733333333334
2847.7000000000003,3.7882999999999996,0.23481000000000002,2116.000000000001,4860.533333333334,0.1351800000000002,-0.85998,-0.26970666666666665,-0.46352
543.3000000000001,0.3168333333333342,0.06543,310.1333333333332,-974.6666666666665,0.61482,-0.31686000000000003,-0.2111466666666667,-0.2818666666666666
872.1,11.408966666666668,0.11655,1626.4,-815.1999999999998,0.14490000000000014,-0.55086,-0.3903466666666667,-0.5684800000000001
1488.3000000000002,3.8189666666666664,0.09039,2710.133333333333,2793.866666666667,-0.6522600000000001,0.6973800000000002,-0.7722133333333334,0.08794666666666673
2207.7,3.768366666666667,0.27043,5874.933333333333,5865.333333333334,0.5195400000000002,-0.62022,-0.4352533333333333,-0.03909333333333331
877.1,6.652566666666667,0.22119000000000003,-1423.7333333333333,-1800.2666666666667,0.8813400000000001,-0.30018,0.3658133333333333,-0.4972266666666667
2284.3,3.6840333333333337,0.16929,4506.400000000001,-597.0666666666666,0.71274,0.31122000000000016,-0.7706133333333334,-0.58128
2362.5000000000005,6.5728333333333335,0.24162999999999998,3176.2666666666664,1528.8000000000002,0.3033,-0.8223,-0.7030933333333333,0.7288000000000001
180.7,10.8033,0.24383000000000002,503.7333333333336,3780.5333333333338,-0.17046000000000006,0.6270600000000001,0.51088,0.7282666666666668
1375.1000000000001,11.531633333333332,0.19739,4244.533333333334,5237.0666666666675,-0.75006,-0.010379999999999945,0.74,0.0559466666666667
1035.9,15.728366666666666,0.15419,-1240.8,4709.066666666667,0.20489999999999997,0.80862,0.2819733333333334,0.7776533333333335
599.3000000000001,2.5417000000000005,0.28035,5608.266666666667,2596.5333333333338,-0.31745999999999996,-0.023699999999999943,-0.47152,-0.6589333333333334
1922.5,6.618833333333333,0.04157,2602.4000000000005,177.33333333333348,-0.42222,-0.35550000000000004,0.6674666666666667,-0.07258666666666669
2183.1,4.798766666666667,0.05365,4063.2,2410.9333333333334,-0.18113999999999997,-0.43722,0.40112000000000014,-0.7119466666666667
454.1,15.268366666666669,0.03429,3457.866666666667,3372.0,-0.80538,0.26358000000000026,-0.39941333333333334,-0.20186666666666664
803.1,-2.6747,0.07663,4627.466666666667,5232.8,-0.18221999999999994,-0.41597999999999996,-0.16399999999999992,-0.43450666666666665
1884.7000000000003,-1.3866999999999994,0.26309,945.3333333333335,3969.8666666666677,-0.23406000000000005,-0.29718,0.22672000000000003,0.33861333333333343
1062.9,-1.448033333333333,0.26657000000000003,-654.6666666666665,-1204.0,0.34782000000000013,-0.07445999999999997,-0.1836266666666666,-0.6544533333333333
2787.1,4.995033333333334,0.25437000000000004,2101.0666666666675,5503.733333333334,0.6613800000000002,-0.3643799999999999,-0.7602666666666666,-0.76368
1068.5,-2.8127,0.13713,1061.6000000000004,-1119.7333333333331,0.3757799999999999,-0.36905999999999994,0.3699733333333335,-0.06021333333333323
506.3,14.7271,0.00813,4074.9333333333343,4165.0666666666675,-0.79854,0.23358,-0.029386666666666672,-0.59728
1171.5,17.7769,0.01895,2608.8,2900.5333333333338,0.33774000000000004,-0.22230000000000005,-0.061813333333333276,-0.7232533333333333
2045.9,11.8337,0.02941,5050.400000000001,280.2666666666669,-0.08129999999999993,-0.8554200000000001,-0.7501333333333333,-0.12175999999999998
2681.3,10.2099,0.26843,2650.9333333333334,-537.3333333333333,0.025499999999999967,0.16434000000000004,-0.5200533333333334,-0.5193066666666667
1773.7000000000003,16.930500000000002,0.28015,-1915.4666666666667,1166.1333333333337,-0.12522,0.6471000000000001,-0.61424,-0.09360000000000002
2520.3,11.474900000000002,0.17781,1777.8666666666668,-1628.5333333333333,-0.18665999999999994,-0.22446,-0.6589333333333334,-0.012426666666666586
1682.5000000000002,5.758633333333334,0.03463,2193.866666666667,4016.2666666666664,0.50358,0.2094600000000001,-0.3768,-0.38725333333333334
2079.3,-0.837766666666667,0.021970000000000003,621.0666666666666,-1465.3333333333335,0.7332599999999999,0.3179400000000002,-0.19791999999999998,0.49317333333333346
447.1000000000001,11.375233333333334,0.12879,1797.6,3665.333333333334,-0.75834,-0.7917,-0.2571199999999999,0.23973333333333335
2856.9,4.581033333333334,0.05821,252.5333333333333,1381.6000000000004,0.5975400000000001,-0.79386,-0.37008,-0.05466666666666664
2267.3,-0.2474333333333334,0.24171,-832.2666666666664,5965.066666666667,0.37458,-0.28398,-0.40901333333333334,-0.6281066666666667
2629.1000000000004,2.1139,0.23409,5182.666666666667,2452.533333333333,-0.2571,0.22854000000000008,0.7251733333333334,0.6446400000000001
1249.9,15.938433333333336,0.18417,-1525.0666666666666,5925.6,0.58434,-0.81498,0.55888,0.7864000000000002
1104.5,-3.7403666666666666,0.09189,2649.866666666667,2576.2666666666673,0.77934,0.16254000000000002,-0.7801066666666667,-0.32624
302.90000000000003,11.470300000000002,0.05251,1065.333333333333,3109.6000000000004,0.36462000000000006,0.6144600000000001,-0.58256,0.6969066666666668
474.9,12.108166666666666,0.23395,3731.466666666667,-1984.2666666666667,0.4517399999999999,-0.67926,-0.18746666666666667,0.07184000000000013
1494.3000000000002,8.4527,0.21225,-1765.0666666666666,4202.933333333334,-0.05118,-0.35958,0.37914666666666674,-0.13306666666666667
988.3000000000001,14.38976666666667,0.18787,-791.7333333333331,-1484.0,-0.80682,-0.31506,0.6185066666666668,0.08784000000000014
315.70000000000005,12.931566666666669,0.13835,1271.7333333333336,3171.466666666667,-0.22842000000000007,-0.66606,-0.7214400000000001,-0.7941866666666667
1704.5000000000002,2.4727000000000006,0.14717,3882.9333333333334,-986.9333333333332,0.2599800000000002,0.5442600000000001,0.17658666666666678,0.1052266666666668
2801.1000000000004,13.423766666666669,0.28977,944.8000000000002,1773.6,0.7252200000000001,-0.76026,-0.6925333333333333,-0.7455466666666667
645.9000000000001,16.52876666666667,0.16305,-1992.8,-416.26666666666665,0.19265999999999994,-0.72126,-0.42128,-0.7916266666666667
666.5,9.167233333333334,0.08814999999999999,-1192.8,3314.3999999999996,0.18006000000000022,0.69498,0.014560000000000017,0.36826666666666674
2729.1000000000004,4.941366666666667,0.17707,3371.4666666666662,361.8666666666668,0.6286200000000001,0.73446,-0.6218133333333333,-0.05925333333333327
2864.1000000000004,8.279433333333333,0.023110000000000002,-1133.6,5225.866666666667,0.23694000000000004,0.8429400000000001,0.4780266666666668,-0.5536533333333333
