Wing_CD_Distribution
0.06615,0.0413,0.12976,0.04574,-0.02018,0.08032,-0.03619,0.10295,-0.02551,0.11259,-0.00278,0.02513,0.0404,-0.04207,0.07852,-0.0346,0.10302,-0.01094,0.04451,0.0694,0.07935,0.08689
0.07613,0.09193,0.09432,0.12251,0.14993,0.1196,0.14297,0.10649,0.1266,0.09759,0.11227,0.10917,0.09431,0.11838,0.10892,0.13662,0.11979,0.13153,0.07985,-0.07337,-0.02529,-0.00468
0.03296,0.04343,0.01043,0.09019,0.12596,0.06504,0.13702,0.02312,0.10415,-0.00512,0.06914,0.06432,0.0615,0.11809,0.03681,0.12097,0.0239,0.1134,0.05959,0.07527,0.09083,0.10327
0.14728,0.09348,0.38117,0.12884,-0.12657,0.26433,-0.12159,0.32982,-0.09052,0.34936,-0.03712,0.13061,0.09313,-0.14537,0.24809,-0.11426,0.3148,-0.05125,0.10696,-0.01115,-0.02326,0.01435
-0.01041,0.03562,-0.04471,0.04105,0.10518,0.0025,0.15615,-0.02986,0.12073,-0.04996,0.07411,0.04234,0.01687,0.14619,-0.0246,0.14033,-0.03358,0.11577,0.05434,0.08946,0.10116,0.10978
0.00633,0.00588,0.00351,0.00181,0.00132,0.00249,0.00466,0.00752,0.0099,0.01121,0.01079,0.01095,0.00901,0.00929,0.01267,0.01224,0.01233,0.00944,0.00185,0.0863,0.10492,0.07352
0.01405,0.01539,0.03769,0.01463,-0.01029,0.0236,-0.00744,0.0306,-0.00201,0.03521,0.00642,0.0148,0.01779,-0.00554,0.02627,-0.00373,0.03231,0.00335,0.01766,0.02144,0.02763,0.03573
0.00882,0.00882,0.00373,0.0044,0.00672,0.00299,0.00834,0.00523,0.01066,0.0069,0.01015,0.00803,0.00886,0.01193,0.00567,0.00886,0.00468,0.00617,-0.0023,0.06867,0.01189,0.00587
0.07206,0.06701,0.10273,0.09815,0.07056,0.10625,0.06432,0.09795,0.05516,0.08911,0.05574,0.06538,0.07134,0.04413,0.08029,0.04567,0.09312,0.06354,0.07865,0.14579,0.17085,0.15293
0.04116,0.0414,0.0422,0.04224,0.0416,0.03926,0.03797,0.03529,0.03339,0.03285,0.0311,0.03187,0.02965,0.03154,0.03484,0.0372,0.04181,0.04386,0.04563,-0.01496,-0.00699,0.00452
0.03034,0.02246,0.05608,0.02289,-0.01336,0.03599,-0.01053,0.04455,-0.00449,0.04965,0.00588,0.01704,0.02163,-0.00961,0.03985,-0.00226,0.04853,0.00902,0.02546,-0.01618,-0.00774,-0.00275
-0.001,-0.00313,-0.01006,-0.00633,0.01222,-0.01875,0.01594,-0.01448,0.02443,-0.01194,0.01595,-0.00017,0.00246,0.0263,-0.01735,0.01693,-0.03162,0.0038,-0.04727,0.54138,0.43501,0.41291
0.02159,0.02226,0.02057,0.01899,0.01807,0.01791,0.01834,0.01881,0.0192,0.02062,0.01942,0.02089,0.01692,0.01861,0.02809,0.02705,0.02663,0.01707,-0.00191,0.33063,0.42067,0.32962
0.01213,0.01271,0.02844,0.0107,-0.00729,0.01807,-0.00284,0.02618,0.00484,0.03234,0.01163,0.02098,0.014,0.00253,0.02801,0.00924,0.00861,-0.01432,0.04623,1.61117,1.78478,1.50479
0.00683,0.00517,0.00523,0.00227,-0.00174,0.00379,0.00154,0.00885,0.00708,0.01205,0.0088,0.0105,0.00915,0.00607,0.01124,0.00731,0.01069,0.0067,0.00491,-0.00584,-0.00624,0.02507
0.07633,0.07363,0.09201,0.09031,0.08187,0.09136,0.07426,0.08324,0.06316,0.07517,0.05824,0.05962,0.06211,0.05154,0.05443,0.04273,0.06326,0.05128,0.05815,0.39833,0.39072,0.36342
