vel_sound,rho,alpha,mach,rpm,cp,ct,flap
333.72867,0.993775,6.558,0.23125,261.4,0.19615,0.75545,10.211
329.40333,0.965725,0.27266667,0.04849,4754.2,0.40865,0.00315,19.317
339.874,0.919345,9.3686667,0.11419,1344.6,0.42575,1.02935,2.549
327.05267,1.078555,2.3646667,0.22171,915,1.40415,0.05135,15.835
330.68867,0.935875,13.714,0.05817,3329,0.63645,0.16785,23.245
339.10467,1.232365,14.403333,0.06707,3685.4,1.20635,0.99425,12.499
334.258,1.117585,6.7566667,0.10439,4983,1.27645,0.96835,12.385
334.31533,0.889345,6.0646667,0.23711,2491.4,0.97875,0.67805,13.693
327.37667,0.853375,9.4166667,0.12769,5993,0.70875,0.29725,29.829
331.79267,1.023895,3.7086667,0.12143,909.4,0.11055,0.79475,11.193
332.35667,1.071085,16.85,0.02893,411.4,1.08715,0.30795,20.439
340.17,0.907795,15.087333,0.11325,1175.8,0.41325,0.07375,17.049
336.99133,0.862495,13.003333,0.10069,1273,0.83205,0.61785,19.439
344.06733,0.980215,9.9953333,0.14167,3883.4,1.49245,0.25685,19.681
332.31667,1.012015,1.8286667,0.21227,4064.6,0.82005,0.15525,0.351
341.14867,0.904405,11.652667,0.28191,3193.4,0.88555,0.13245,16.197
342.55,0.977485,2.6313333,0.17627,1465.4,1.18885,0.56575,8.795
325.19267,1.121755,6.9193333,0.27909,1989,1.13445,0.20135,5.725
332.14333,1.131955,4.222,0.21059,3501.4,0.38145,0.85995,5.763
333.78333,0.999265,1.214,0.22325,4893.8,0.10495,0.24395,1.965
344.93133,1.194775,1.878,0.22861,1889.4,0.77615,0.28305,1.731
339.88867,0.953035,4.8353333,0.16567,1766.6,0.24555,0.54555,12.079
331.34867,0.868885,19.946,0.11967,5838.2,0.29965,0.62295,28.339
340.586,0.992935,8.1073333,0.15779,3159,1.15515,1.45065,9.305
340.26333,1.076875,6.1046667,0.26185,4555.8,0.23585,1.10935,17.795
339.71267,1.245925,15.39,0.13823,137,0.11855,1.30375,8.571
330.72067,1.263355,4.486,0.22489,931.8,0.30575,0.56735,9.101
325.18467,0.898795,15.804667,0.06103,164.2,0.05765,0.01325,1.725
340.67533,1.101085,13.976667,0.14797,5565.8,0.90375,0.25845,23.291
340.882,1.040245,15.192667,0.11213,692.2,1.22805,0.16175,18.969
341.03667,1.081555,16.243333,0.18653,3779,0.08865,0.73875,11.681
334.998,0.879265,17.85,0.13005,5838.6,0.95945,0.82125,8.153
327.80067,1.194745,0.23266667,0.06929,3095.4,0.68395,0.27295,6.473
341.84333,0.980755,2.71,0.00957,1387.8,0.79375,1.46875,15.509
327.06333,1.121245,3.054,0.20017,32.2,1.18485,1.22145,25.145
332.15667,1.175365,18.402,0.22009,4506.2,0.07805,1.05085,29.313
344.82333,1.161145,9.338,0.15791,927,0.09045,0.03995,4.161
335.36467,0.951205,5.902,0.08769,2827,0.85855,0.34145,23.685
340.02333,0.981715,19.283333,0.13615,5285.4,1.14725,0.95475,12.613
338.70733,1.090135,2.9406667,0.27727,4425.4,1.01675,1.11405,21.765
337.734,0.962485,4.2446667,0.02125,2042.2,0.05275,1.47015,7.769
332.23267,1.043215,10.314,0.29483,3027.8,0.36475,0.37245,10.095
330.458,1.090075,11.459333,0.09039,533.8,0.01115,0.68695,14.751
329.78733,1.231015,15.287333,0.11077,5901,0.52175,0.56765,1.011
343.50467,1.203355,15.264667,0.02177,3979.8,0.29095,0.06515,21.467
329.93533,1.234345,14.866,0.08305,4217,0.18915,1.09265,17.659
335.982,1.220455,10.004667,0.24585,3019.4,0.69765,0.57475,17.199
342.77267,1.013005,9.502,0.11875,899.4,0.54415,0.72105,0.179
334.146,1.063615,2.3113333,0.11873,393.4,0.41195,1.17025,27.729
335.666,0.904015,12.79,0.03005,2777,0.00525,1.32685,8.251
341.95133,1.277065,1.654,0.23645,4805.8,0.15925,0.00815,9.047
337.13,1.000585,5.15,0.29757,2396.6,0.49085,0.71985,1.355
329.36733,0.875815,5.942,0.00339,2324.2,1.31635,1.36485,4.013
325.17267,0.979585,6.0606667,0.23673,3681,0.52935,0.40375,28.321
339.366,1.241035,10.542,0.05057,3539.8,1.20265,1.34585,23.297
341.73133,1.050145,16.416667,0.06059,4785.4,0.66765,1.22245,14.263
332.286,1.282495,5.382,0.09701,2721,0.43585,0.56415,14.119
332.78333,0.980455,6.206,0.18997,1781.8,0.86035,1.29725,19.699
344.38333,0.921115,10.871333,0.04599,2052.2,0.85085,0.25335,3.749
343.21267,0.912055,15.972667,0.05419,5318.6,1.25355,1.26195,26.497
327.93267,1.068145,6.2486667,0.05877,3174.2,1.17695,0.75695,26.537
340.64333,1.279165,9.8033333,0.23037,2292.2,0.54355,0.54055,21.459
332.55533,1.155595,5.8446667,0.24159,1189.4,0.28955,0.00425,5.949
327.22067,1.167565,14.988667,0.00349,5703,1.47435,0.05645,27.647
337.198,1.040395,13.323333,0.01295,3344.6,1.13015,1.10015,7.103
332.266,0.905845,0.26733333,0.21053,3229,0.51325,1.42325,24.915
343.58067,1.131565,18.200667,0.02645,1547,0.71945,0.55975,18.133
328.22867,1.019395,7.086,0.27657,955.4,0.89345,0.02345,19.679
329.27533,1.232155,13.554,0.16287,3544.6,0.31835,0.77265,26.717
332.91,0.882835,7.938,0.04235,1215.4,0.83305,0.03605,17.287
330.16467,1.100215,13.011333,0.22739,4593.4,1.06555,0.33365,0.209
336.64067,0.871555,6.822,0.29549,5290.6,0.02085,0.37815,13.097
333.19267,1.289005,11.81,0.00555,250.6,0.34475,1.43925,14.713
343.034,1.211935,18.199333,0.04937,2504.2,1.38275,0.33845,1.597
330.55933,1.136785,10.620667,0.04957,5878.2,0.56435,0.65685,2.895
327.46333,0.896095,13.471333,0.12843,4483.4,1.21745,0.19395,5.403
329.422,1.200385,15.348667,0.21937,2669.8,0.18955,1.17755,25.703
343.59267,1.231495,18.535333,0.28093,2054.6,0.68835,0.68685,13.509
342.18867,1.004605,10.81,0.10197,3952.2,0.76365,0.63495,10.783
331.41667,1.081645,10.640667,0.20381,3259.4,1.20755,0.90395,12.483
343.27267,1.271125,12.787333,0.28003,834.2,0.20995,1.37565,26.179
341.23933,1.021765,10.460667,0.03849,2658.2,1.41275,1.43685,11.029
334.03133,1.127245,15.55,0.26313,3797,1.10705,1.11245,2.703
344.45,1.017355,2.4446667,0.26481,1607.8,0.77115,0.92755,13.537
342.59267,0.899065,12.903333,0.16073,1081.8,1.05805,0.41545,26.247
342.406,1.292125,15.522,0.27253,5968.6,0.75695,0.48175,0.981
327.46467,1.211275,13.688667,0.16959,3730.2,0.98645,1.36645,26.881
328.11,0.905215,8.1153333,0.15623,2747.4,1.46145,0.79005,11.007
326.01933,0.911875,0.63933333,0.12645,4611,0.42935,0.99285,7.247
332.42467,1.089415,18.931333,0.16973,931,1.28225,1.00605,21.337
335.034,1.098745,13.507333,0.07081,319.8,0.92895,0.63325,15.869
336.32733,1.095985,1.57,0.09633,388.2,0.77215,0.38065,7.189
339.21933,0.861865,17.307333,0.23517,3707.8,0.46415,1.21915,0.583
327.79133,1.046695,4.7286667,0.17941,3327.8,0.66275,0.75675,22.687
341.11,1.021195,11.831333,0.04395,4689,0.71815,0.60525,18.987
328.05533,1.269775,11.780667,0.06071,4204.2,0.01855,1.22175,16.429
334.00867,1.157935,7.3273333,0.00603,5455,0.35545,0.04675,10.217
344.20867,1.098685,10.535333,0.25467,1752.6,0.24505,0.03885,20.189
344.302,1.134685,3.714,0.24805,3989.4,1.46695,1.27565,1.599
337.526,0.860935,14.240667,0.20921,3584.6,1.36225,0.98605,1.303
339.442,1.105615,3.07,0.15171,429.4,0.11985,0.77935,21.423
340.56733,0.955105,18.202,0.15703,5470.2,0.81275,1.12855,6.341
333.65133,1.141915,12.491333,0.05327,199.8,0.93745,1.40265,1.099
342.68067,0.917605,11.611333,0.14437,537.8,0.21425,0.95775,14.055
326.53533,1.009345,6.3486667,0.12887,5659,1.29815,1.34715,5.387
340.87667,1.019065,11.736667,0.12681,2123,0.50845,0.15605,3.637
338.23933,1.081105,11.995333,0.21765,4247.8,0.24815,1.15005,21.437
342.73267,1.160695,9.8686667,0.18425,5302.6,0.29985,0.71795,27.539
339.58333,0.888115,6.2686667,0.22097,2160.6,0.52125,1.49485,10.199
325.72733,1.115515,12.967333,0.04585,2593,0.87155,0.29985,5.119
328.802,1.041535,16.012667,0.17237,1288.2,1.03865,0.07905,21.849
342.922,0.929605,14.228667,0.08719,4953.4,0.19725,1.22805,20.089
325.92067,1.058305,0.079333333,0.29289,2433,0.80665,0.76825,6.927
332.08867,1.230745,5.806,0.13125,3420.6,1.27975,1.21785,16.381
338.55933,1.217545,14.379333,0.02993,1417.8,1.29065,0.40785,27.707
343.85133,0.956695,18.575333,0.02565,2631,0.76885,0.25745,19.965
340.49133,0.881905,0.92866667,0.28613,5984.6,1.02805,0.78145,2.327
337.01267,0.902035,14.531333,0.23919,14.2,0.46815,0.48105,24.165
333.142,0.878125,17.408667,0.22547,5960.6,1.14235,0.73275,28.057
325.48467,0.997675,2.73,0.16773,2742.2,0.50955,1.03415,21.615
329.88867,1.130665,1.8046667,0.10993,2764.2,0.32705,0.65595,7.001
330.25133,1.088485,1.402,0.19499,3732.6,1.39345,0.29865,3.977
335.866,0.968065,0.11666667,0.05859,2258.2,1.42215,1.42295,25.023
335.02067,0.948865,12.000667,0.01227,5377,0.35435,0.10865,7.795
339.13933,1.207855,10.163333,0.28377,163.4,1.15545,0.33885,15.577
330.26867,0.958855,17.567333,0.07309,164.6,0.78665,0.89565,28.253
333.87533,0.964255,19.294,0.07763,4653.4,0.47195,1.46635,17.681
326.50067,1.272835,9.6446667,0.07661,169.4,0.49175,0.57935,26.561
331.65667,1.036165,5.1033333,0.27449,2941.4,0.69565,1.46755,1.647
326.278,0.937645,11.672667,0.14115,3157.4,0.34925,0.19435,25.233
342.842,1.238875,8.9966667,0.00099,4926.2,0.00955,0.68565,23.333
338.17533,1.198585,11.739333,0.08625,5545.8,0.29125,0.82275,7.127
339.97667,1.096015,2.798,0.12437,4220.6,1.31055,0.13545,5.955
331.86467,1.287655,14.539333,0.07269,5366.6,0.46245,0.00585,10.181
338.422,0.903565,5.986,0.02209,2585,0.49635,0.08245,28.277
329.46467,1.252345,18.718,0.07339,4535,1.18915,0.83265,15.367
336.60867,1.122235,15.352667,0.20403,1016.2,0.65005,0.73835,25.815
335.25,0.856345,12.739333,0.14019,5172.2,1.29785,1.41935,13.249
338.386,1.119715,8.414,0.24959,3902.6,0.30515,1.11545,21.261
333.938,1.175215,10.232667,0.23677,2596.2,1.41055,0.60515,29.729
