alt,alpha,mach,rpm,cp,ct,
1366.8913,12.364826,0.27826304,364.82609,0.57914783,0.042467391,
2927.9348,8.220913,0.048606522,641.86957,0.30113043,0.31029348,
358.36957,8.897087,0.061232609,4803.5217,0.79326957,0.075228261,
2179.8913,0.5403913,0.10294565,4883.6087,0.1289913,0.14027174,
1813.8913,6.273,0.061297826,5608.5652,0.33532174,0.18657609,
771.19565,17.829783,0.010076087,3977.8696,0.070556522,0.22683696,
1655.6739,16.885957,0.096345652,3803.6087,0.24777391,0.25596739,
1319.5435,15.776217,0.21982826,3749.6087,0.77173913,0.039380435,
687.06522,4.2687391,0.15120652,5405.6087,0.5414087,0.47511957,
2602.1087,15.802826,0.21303261,69.521739,0.031217391,0.29544565,
2881.6304,11.218304,0.2477413,4366.5652,0.28196522,0.20811957,
619.8913,0.279,0.25517609,1361.087,0.30923478,0.006467391,
1748.0217,13.623261,0.29512826,3398.4783,0.10666087,0.17118478,
1649.5435,8.4948261,0.026276087,3004.8261,0.72015652,0.18390217,
2875.6304,9.6327391,0.14884565,5994.3913,0.65452174,0.1026413,
923.15217,11.799,0.10799348,1253.3478,0.20937391,0.1246413,
2071.8913,15.603261,0.13756304,2650.8261,0.13024348,0.26275,
2390.5435,5.8104783,0.17085,877.69565,0.012052174,0.1853587,
1111.8913,7.7685652,0.19217609,5769.5217,0.077826087,0.20201087,
306.06522,2.9398696,0.088232609,1152.6522,0.3814087,0.097923913,
163.8913,5.160913,0.097519565,3230.2174,0.75410435,0.24890217,
1024.7609,17.130913,0.037754348,5081.6087,0.46843478,0.18896739,
170.93478,0.6116087,0.10801957,2990.7391,0.61977391,0.033902174,
1128.1957,11.994652,0.15292826,2447.3478,0.075356522,0.22127174,
13.23913,5.0137826,0.12385435,5658.6522,0.58067826,0.3773587,
998.41304,5.747087,0.19204565,1518.6522,0.67775652,0.23753261,
1496.9348,3.0963913,0.17461957,473.6087,0.76116522,0.13098913,
2200.1087,11.398304,0.003919565,501.26087,0.043147826,0.28157609,
1232.1522,17.471348,0.050328261,3423.7826,0.6830087,0.48698913,
2098.5,6.8098696,0.10818913,1978.5652,0.66857391,0.16842391,
878.02174,11.952391,0.26790652,4928.7391,0.57427826,0.032423913,
2182.5,14.521696,0.19293261,4093.9565,0.24043478,0.44661957,
1747.3696,2.8342174,0.002028261,1429.9565,0.72930435,0.2946413,
1956.7174,11.919522,0.025819565,3005.3478,0.73149565,0.28431522,
454.76087,7.9900435,0.083876087,3566.4783,0.2057913,0.35444565,
1262.8043,14.243087,0.024476087,3966.6522,0.42015652,0.047358696,
1205.6739,3.4751739,0.28315435,1423.9565,0.25813913,0.4896413,
1209.4565,8.6724783,0.24073696,3666.1304,0.5289913,0.3406413,
2958.0652,16.887522,0.006176087,4722.6522,0.62106087,0.10798913,
1599.0652,5.5177826,0.18778043,2209.6957,0.1585913,0.45990217,
943.8913,1.5859565,0.15980217,258.3913,0.53170435,0.47916304,
20.804348,14.310391,0.1301413,5247,0.58328696,0.49433696,
250.8913,9.5388261,0.18373696,5354.7391,0.60290435,0.27342391,
2890.3696,6.0663913,0.098576087,2761.9565,0.12565217,0.2798587,
2691.3261,2.1236087,0.15571957,2558.2174,0.30488696,0.37857609,
461.93478,3.713087,0.21879783,4323.2609,0.42975652,0.26716304,
2889.0652,1.4458696,0.23591087,5828.2174,0.35111304,0.36120652,
1890.4565,12.232565,0.080406522,2217.7826,0.60450435,0.29729348,
2680.2391,17.584043,0.27141522,2830.8261,0.55048696,0.17720652,
2806.8913,7.8217826,0.13744565,3748.3043,0.2894087,0.1231413,
1138.2391,15.961696,0.079728261,1362.3913,0.1782087,0.28861957,
1684.7609,16.070478,0.066423913,1826.2174,0.79768696,0.016815217,
502.76087,7.8765652,0.17841522,5310.1304,0.27337391,0.25268478,
1980.587,4.4863043,0.11006739,5528.2174,0.000886957,0.1731413,
1070.0217,1.254913,0.039632609,4834.5652,0.64304348,0.074467391,
1869.9783,10.834826,0.27967174,4483.4348,0.2033913,0.003706522,
2582.413,10.625087,0.061897826,1898.2174,0.56655652,0.49159783,
376.36957,11.835783,0.14292391,673.95652,0.64252174,0.070945652,
1147.2391,10.654826,0.14266304,1613.3478,0.48478261,0.14568478,
2043.4565,17.263174,0.15424565,679.43478,0.62255652,0.38542391,
1556.413,9.7000435,0.055741304,4592.7391,0.45351304,0.17459783,
37.891304,6.0726522,0.12253696,4464.1304,0.014626087,0.4963587,
641.41304,15.579,0.16272391,1057.4348,0.39013913,0.19322826,
2702.8043,12.40787,0.096071739,1951.4348,0.34537391,0.08351087,
1042.8913,15.613435,0.28873696,2521.4348,0.53114783,0.017184783,
1250.413,5.5717826,0.14692826,3481.6957,0.056713043,0.1136413,
862.63043,16.641783,0.19594565,1177.1739,0.49107826,0.41725,
749.67391,5.7893478,0.25966304,3529.1739,0.27907826,0.054467391,
490.5,6.3043043,0.14570217,636.13043,0.48892174,0.39909783,
610.36957,8.9925652,0.011354348,764.21739,0.071426087,0.02748913,
1818.8478,1.4051739,0.16432826,5776.3043,0.61323478,0.19181522,
334.76087,11.98213,0.18964565,2233.1739,0.14791304,0.21494565,
505.36957,15.802043,0.019167391,243.26087,0.54074783,0.34588043,
568.8913,6.3684783,0.015880435,1557.5217,0.79229565,0.12794565,
2205.3261,11.966478,0.28906304,1386.6522,0.17532174,0.23398913,
936.58696,4.9738696,0.22722391,2211.5217,0.37097391,0.29679348,
19.630435,5.2618696,0.25981957,2825.8696,0.79886957,0.20768478,
81.978261,16.111174,0.1874413,3987,0.70001739,0.30140217,
323.15217,16.671522,0.20011957,3859.1739,0.013304348,0.11616304,
2932.2391,7.068913,0.20988913,4001.087,0.38822609,0.34805435,
607.1087,1.7831739,0.087423913,4032.913,0.084991304,0.082358696,
1209.3261,4.1756087,0.009945652,2081.8696,0.7588,0.26596739,
98.934783,2.6221304,0.091519565,1517.6087,0.30617391,0.24701087,
1263.4565,1.9240435,0.082063043,1401.7826,0.011147826,0.001836957,
1523.413,13.951174,0.15528913,68.478261,0.682,0.29011957,
1392.587,7.3044783,0.076493478,2592.913,0.20366957,0.13396739,
2430.8478,7.3733478,0.093658696,3328.8261,0.54714783,0.18540217,
664.1087,14.383174,0.17250652,3280.8261,0.48676522,0.42955435,
659.41304,12.451696,0.072097826,2561.087,0.3633913,0.3803587,
2246.6739,9.7141304,0.1820413,1213.1739,0.61674783,0.23794565,
2407.5,6.0139565,0.064363043,168.65217,0.78165217,0.4508587,
2321.1522,16.78813,0.093919565,3676.5652,0.62353043,0.27805435,
2899.7609,2.8044783,0.068641304,1283.3478,0.15831304,0.10522826,
1910.1522,11.772391,0.013858696,1913.8696,0.67671304,0.46351087,
1632.3261,2.3036087,0.063084783,2364.3913,0.75928696,0.15298913,
2371.1087,10.462304,0.1760413,3966.913,0.69733913,0.033315217,
871.36957,16.37413,0.014145652,5585.3478,0.72989565,0.48348913,
2310.7174,3.2646522,0.07811087,3829.6957,0.56812174,0.083402174,
2956.3696,14.395696,0.003528261,1841.6087,0.6273913,0.22455435,
1071.3261,5.9975217,0.070115217,3913.1739,0.21713043,0.27920652,
1793.8043,3.6935217,0.17053696,5283.5217,0.10523478,0.46416304,
594.45652,7.6096957,0.21538043,1460.7391,0.77570435,0.30709783,
584.02174,14.141348,0.27205435,1164.913,0.055704348,0.38698913,
1959.9783,10.563261,0.22957174,4390.5652,0.64071304,0.33557609,
1592.8043,8.7483913,0.009397826,1037.087,0.79257391,0.31425,
1343.6739,13.287522,0.065980435,2037.7826,0.15045217,0.21690217,
1092.3261,6.3935217,0.12159783,1995.5217,0.114,0.38222826,
2867.0217,1.7776957,0.044002174,3941.8696,0.10391304,0.15355435,
2696.8043,16.979087,0.24230217,4900.5652,0.16182609,0.29142391,
1745.6739,11.560304,0.23512826,5664.1304,0.049617391,0.13370652,
447.32609,3.5753478,0.15111522,4381.1739,0.26582609,0.021380435,
867.58696,12.693522,0.12513261,3901.1739,0.39208696,0.1383587,
1771.7609,9.9723913,0.25161522,2094.3913,0.70307826,0.072597826,
1449.1957,8.7288261,0.2958587,3877.4348,0.49636522,0.40966304,
1967.6739,17.805522,0.13148478,2618.4783,0.053652174,0.37772826,
457.76087,5.0716957,0.29848043,4829.3478,0.51678261,0.44146739,
420.84783,11.808391,0.14430652,3571.1739,0.6561913,0.28888043,
871.8913,1.139087,0.072658696,3618.913,0.50756522,0.48511957,
738.45652,8.8227391,0.10684565,1691.8696,0.38777391,0.49081522,
84.586957,10.222043,0.12211957,740.21739,0.49786087,0.19707609,
703.8913,5.117087,0.28711957,2137.9565,0.39483478,0.1801413,
1604.1522,15.333261,0.062315217,4486.0435,0.16053913,0.090728261,
2566.5,2.5188261,0.19482391,2467.6957,0.15970435,0.15675,
149.28261,10.694739,0.29630217,1273.6957,0.65577391,0.47768478,
1216.6304,16.40387,0.14939348,764.47826,0.45789565,0.16809783,
431.80435,10.924043,0.01875,1827.2609,0.5006087,0.35457609,
1636.3696,17.610652,0.19822826,3673.4348,0.5502087,0.090576087,
31.108696,17.432217,0.23006739,2705.3478,0.02373913,0.065880435,
1271.9348,6.3395217,0.28757609,5766.6522,0.20787826,0.05775,
261.97826,5.6883913,0.03345,1698.3913,0.26478261,0.11881522,
237.19565,11.307522,0.14005435,4296.1304,0.64314783,0.20627174,
1887.1957,16.354565,0.012958696,1203.5217,0.36036522,0.046967391,
2772.8478,5.1241304,0.076141304,1650.6522,0.19226087,0.13248913,
2702.6739,12.932217,0.25035,1554.1304,0.73288696,0.10809783,
635.93478,12.894652,0.28908913,5681.8696,0.09013913,0.28009783,
1014.587,9.7235217,0.15496304,1802.2174,0.33048696,0.082619565,
2900.2826,11.258217,0.27050217,569.86957,0.065617391,0.27522826,
2509.2391,4.1497826,0.020080435,897.52174,0.79121739,0.08648913,
749.54348,4.2742174,0.1608587,3886.0435,0.34506087,0.38225,
2431.3696,14.121783,0.094597826,5148.6522,0.088643478,0.29966304,
2099.6739,17.648217,0.072632609,846.65217,0.22095652,0.3683587,
2216.1522,13.118478,0.28303696,5301.2609,0.51271304,0.049576087,
2001.587,8.1622174,0.02958913,781.17391,0.7596,0.36409783,
2109.0652,4.3579565,0.10641522,3113.8696,0.48092174,0.084293478,
1631.2826,16.387435,0.091623913,1819.1739,0.045930435,0.053358696,
1448.0217,13.308652,0.18904565,5997.5217,0.55257391,0.27588043,
1838.8043,13.678826,0.089445652,3144.913,0.48366957,0.35198913,
2719.5,14.311174,0.015084783,5591.8696,0.21946087,0.20468478,
962.54348,17.449435,0.041497826,2010.913,0.23473043,0.30125,
2875.3696,4.8596087,0.2205587,2882.7391,0.46697391,0.46688043,
769.5,11.244913,0.24235435,3451.4348,0.26307826,0.094858696,
1322.6739,12.309261,0.029380435,3238.3043,0.37629565,0.22853261,
1313.6739,17.029957,0.13891957,4607.3478,0.20933913,0.093619565,
986.41304,8.5057826,0.043806522,1789.1739,0.004678261,0.008054348,
2559.3261,6.8231739,0.065158696,654.3913,0.30297391,0.40294565,
716.93478,6.6916957,0.24826304,3419.8696,0.47107826,0.43872826,
2566.6304,6.906913,0.23219348,3287.6087,0.35653913,0.3256413,
2551.1087,1.4967391,0.18758478,3606.913,0.61504348,0.18001087,
147.84783,13.376739,0.22062391,1572.913,0.69772174,0.29603261,
1220.6739,3.4462174,0.049832609,3347.3478,0.56878261,0.25140217,
64.108696,12.933,0.17108478,4607.087,0.56982609,0.20411957,
646.8913,7.1479565,0.20546739,657,0.5892,0.42566304,
1493.6739,13.302391,0.12231522,450.13043,0.5782087,0.18490217,
435.84783,17.350043,0.051893478,4166.4783,0.39473043,0.14181522,
2337.3261,8.6106522,0.069567391,2700.3913,0.58384348,0.23144565,
1317.7174,1.0201304,0.20891087,5837.3478,0.60426087,0.21251087,
673.23913,6.7308261,0.045932609,675.26087,0.50130435,0.39894565,
1223.6739,1.5045652,0.06585,1870.5652,0.19692174,0.13725,
1469.0217,10.466217,0.12450652,1296.913,0.44123478,0.41694565,
2750.1522,13.768826,0.19504565,4968.1304,0.49869565,0.023445652,
