Wing_CD_Distribution,,,,,,,,,,,,,,,,,,,,,
-0.12788,-0.24706,-0.30236,1.4791,3.00819,2.74527,-0.67048,-0.15254,-0.00612,-0.06579,0.02373,-0.02419,-0.02119,-0.00833,-0.00654,-0.00185,0.00464,0.00745,0.00938,0.01196,0.0154,0.01825
0.06428,0.06401,0.11308,0.16755,0.17156,0.16171,0.07561,0.07314,0.07179,0.1144,0.11981,0.0906,0.08429,0.08835,0.08219,0.08524,0.09901,0.0987,0.10538,0.10542,0.1132,0.10831
-0.00859,-0.00403,0.00351,0.08063,0.08877,0.04067,-0.01668,-0.01609,-0.01329,0.00452,0.00849,0.00277,0.00258,0.00339,0.00213,0.00241,0.0035,0.0035,0.00373,0.00391,0.00453,0.00513
0.35189,0.17543,0.30937,2.44931,2.54791,1.61896,-0.41956,-0.23836,-0.25755,0.11271,0.17542,0.09669,0.11122,0.13112,0.08802,0.09257,0.12125,0.11932,0.12619,0.12378,0.13226,0.12396
0.03476,-0.02863,0.17616,0.65747,0.72704,0.62551,-0.07278,-0.05449,-0.05234,0.16521,0.21048,0.05051,0.04602,0.06183,0.05331,0.05974,0.08088,0.08233,0.08755,0.08908,0.09705,0.09434
0.09653,-0.02127,-0.12316,1.83034,3.27306,2.13458,-0.13153,0.10704,0.03237,-0.01273,0.01381,0.01578,0.016,0.02544,0.01464,0.01674,0.02487,0.02486,0.02623,0.02598,0.02871,0.02807
-0.02438,-0.03684,0.14431,0.13567,0.12637,0.12513,0.11809,0.12093,0.1285,0.13996,0.15641,0.00578,0.00256,0.01243,0.01592,0.01997,0.03144,0.03312,0.03543,0.03756,0.04202,0.04298
-0.00399,-0.03096,0.17739,0.22616,0.22016,0.21041,0.09686,0.09964,0.108,0.16693,0.18937,0.02048,0.0161,0.02792,0.02943,0.03435,0.04967,0.05145,0.05502,0.05736,0.06355,0.06369
-0.0355,-0.1116,0.07364,0.91335,1.20403,1.12471,-0.15758,-0.07431,-0.05091,0.09854,0.16836,0.01295,0.01316,0.03047,0.02578,0.03244,0.04996,0.05253,0.05666,0.05934,0.06632,0.06675
-0.05149,-0.04644,0.02645,0.20316,0.2586,0.17233,-0.02681,-0.02291,-0.01156,0.02595,0.04226,-0.00979,-0.00863,-0.00445,-0.00384,-0.00249,0.00019,0.00082,0.00103,0.00183,0.00278,0.00407
-0.04686,-0.09325,0.13077,0.52865,0.63731,0.59758,-0.02147,0.01085,0.02387,0.13088,0.18006,0.00483,0.00372,0.0191,0.01861,0.02462,0.04052,0.04294,0.04626,0.04899,0.05505,0.05602
0.68987,0.58572,1.27781,8.54121,9.85598,7.3982,1.97286,3.11033,2.76577,0.38371,-0.00924,0.00738,-0.00589,-0.00398,-0.00034,0.00057,0.00475,0.00598,0.00748,0.0076,0.00904,0.00851
0.19346,0.01014,0.26318,4.70114,6.07984,4.51935,-0.34697,0.1546,0.22445,-0.01334,0.02742,-0.00509,0.00172,0.01157,0.00054,0.0024,0.01098,0.01136,0.01242,0.01274,0.01462,0.01474
-0.03864,-0.13265,0.16503,1.01488,1.2223,1.0707,-0.05663,-0.03545,-0.03786,0.16881,0.25116,0.01475,0.01367,0.03601,0.03133,0.03989,0.06313,0.06645,0.07147,0.07498,0.0837,0.08412
0.17505,0.02052,0.30256,1.75532,1.8726,1.37573,-0.31078,-0.26019,-0.29035,0.18386,0.26967,0.06979,0.06539,0.08919,0.06412,0.07152,0.10097,0.10214,0.10835,0.10933,0.11878,0.11448
0.016,-0.01272,0.08863,0.42177,0.46023,0.36879,-0.08026,-0.07212,-0.06393,0.0828,0.10907,0.03318,0.03097,0.03955,0.03265,0.03614,0.04825,0.04873,0.05187,0.05266,0.05748,0.05627
0.02035,-0.09707,0.059,1.32562,1.68679,1.64208,-0.28522,-0.15837,-0.15649,0.09796,0.17687,0.03827,0.03881,0.05838,0.04569,0.05295,0.07421,0.07633,0.08161,0.08335,0.09109,0.0888
0.00972,-0.07546,0.21507,0.76811,0.89198,0.81624,-0.0034,0.02034,0.01148,0.20939,0.27426,0.03902,0.03489,0.05586,0.05094,0.05938,0.08474,0.08776,0.09405,0.09731,0.10746,0.10647
-0.04084,-0.06893,0.103,0.28492,0.32677,0.27279,0.04665,0.03997,0.05031,0.09823,0.1293,-0.00836,-0.00855,0.00227,0.00439,0.00854,0.01856,0.02044,0.02217,0.0244,0.02816,0.02996
0.03629,0.01564,0.22625,0.98567,0.98399,0.74375,-0.05999,0.04157,0.05458,0.01067,0.04009,-0.00574,-0.00292,0.00095,-0.00205,-0.0013,0.00219,0.00225,0.00223,0.00251,0.00323,0.00393
0.01865,-0.03868,0.13126,1.62004,1.91863,1.41249,-0.26975,-0.11664,-0.08415,0.01526,0.08028,0.00721,0.00754,0.0184,0.00788,0.01057,0.02108,0.02116,0.02205,0.0223,0.02475,0.02471
1.47277,0.87967,1.77715,15.28856,17.06085,9.91725,0.7407,2.52431,3.60259,-0.02015,0.05317,0.04336,0.092,0.14312,0.07703,0.0811,0.12344,0.12189,0.12948,0.12403,0.12779,0.11103
0.03729,-0.12509,0.2124,2.62263,3.15847,2.70463,-0.41304,-0.22781,-0.18018,0.0284,0.14734,-0.00321,-0.00063,0.01801,0.00529,0.00989,0.02571,0.02693,0.02866,0.02993,0.03358,0.03385
0.72254,0.20614,0.5378,7.37349,8.64836,5.95343,-0.87725,-0.38818,-0.31698,0.0746,0.23885,0.0649,0.10209,0.14154,0.08326,0.09037,0.13107,0.13064,0.13844,0.13637,0.14561,0.1363
0.35374,0.13303,0.50529,2.87076,2.92876,1.7959,-0.4966,-0.3259,-0.37226,0.18614,0.28167,0.07319,0.08706,0.11603,0.07446,0.08158,0.11712,0.11677,0.12337,0.12242,0.13212,0.12544
0.32676,0.15783,0.61323,6.55434,7.90609,5.70846,-0.15,0.55652,0.59995,-0.00569,0.0437,0.00818,0.02673,0.04607,0.02157,0.02419,0.04159,0.04099,0.04285,0.04127,0.04374,0.03982
-0.01634,-0.07234,-0.0051,0.88491,1.2947,1.01789,-0.21999,-0.09187,-0.05875,0.00031,0.03394,-0.01202,-0.01009,-0.00443,-0.00525,-0.00357,-0.00029,0.00046,0.00077,0.00162,0.0027,0.00406
-0.00772,-0.03458,0.05247,0.22208,0.26043,0.22987,-0.05226,-0.02799,-0.01852,0.04437,0.06226,-0.00414,-0.00404,0.00137,0.00101,0.00283,0.00773,0.00842,0.00904,0.01003,0.01179,0.01308
0.07305,-0.02552,0.28192,0.95705,1.06338,0.87396,-0.09188,-0.08319,-0.10491,0.23894,0.30588,0.06608,0.0603,0.08306,0.07037,0.07912,0.10902,0.11132,0.11868,0.12118,0.13267,0.12967
-0.13364,-0.18887,-0.1038,0.78753,1.51503,1.5709,-0.21884,0.07775,0.17636,-0.00159,0.08694,-0.01701,-0.01462,0.00109,0.00666,0.01347,0.02445,0.0285,0.03224,0.03605,0.04208,0.04488
