vel_sound,rho,alpha,mach,rpm,cp,ct,flap
326.48826,1.0241011,4.1583913,0.090984783,5024.7391,0.097026087,0.36090217,12.66587
330.44304,0.88510978,15.959348,0.003828261,461.08696,0.18050435,0.39448913,3.2823913
325.94043,1.1796837,0.56543478,0.13777174,807.52174,0.39306087,0.49218478,2.8402174
329.1413,1.1286967,17.004913,0.13902391,2547.7826,0.40749565,0.10059783,9.4128261
336.77174,1.1277967,14.303348,0.28419783,984.91304,0.5276,0.37453261,17.030217
328.57696,1.2745554,6.0843913,0.000932609,4973.3478,0.22085217,0.45696739,1.5619565
331.4013,1.0820924,8.7405652,0.20227174,123.26087,0.32871304,0.17661957,19.37413
332.11087,1.0237685,11.511,0.036136957,972.3913,0.1102087,0.017206522,19.798043
332.03261,1.1952967,11.622913,0.069384783,1942.0435,0.22481739,0.32420652,19.833261
343.2987,1.0548185,0.13578261,0.22248913,1231.1739,0.1937913,0.33411957,15.241957
328.44391,1.1268967,10.429435,0.16031087,1425.2609,0.18794783,0.25146739,22.243696
332.08478,0.90418587,2.4843913,0.12901957,4869.5217,0.55006957,0.19146739,12.249783
340.40304,1.103262,3.4563913,0.12446739,3862.0435,0.48074783,0.33659783,18.329348
333.47087,1.1708989,13.545783,0.024345652,1331.8696,0.44613913,0.44127174,28.940217
328.37957,0.98538152,16.198826,0.16675435,1928.4783,0.45389565,0.13925,22.291957
338.52826,0.92349674,10.363696,0.22848913,861,0.59584348,0.48001087,10.045435
335.19174,1.0115793,13.495696,0.29223261,3821.8696,0.10276522,0.11446739,16.346739
335.52565,0.91300978,15.717522,0.052597826,1470.3913,0.24474783,0.22492391,25.894565
326.21261,1.1827554,6.7034348,0.18728478,986.73913,0.15323478,0.34275,20.451522
334.92043,0.85627065,0.1443913,0.12844565,2541.2609,0.28026087,0.021532609,22.490217
330.19696,0.88299674,5.4841304,0.27588913,2090.4783,0.53650435,0.29611957,16.38587
342.72217,1.060062,15.205696,0.015593478,5120.4783,0.58485217,0.14242391,21.801522
332.52652,0.97700761,6.9828261,0.23541522,3262.3043,0.31062609,0.15931522,29.12413
333.86304,0.87577717,17.332826,0.10156304,3970.3043,0.47521739,0.21846739,27.219783
336.32739,0.86532935,17.072217,0.21326739,2316.913,0.49553043,0.074836957,25.024565
334.46826,1.0563446,7.7826522,0.22023261,3599.3478,0.6588,0.28407609,19.171957
340.44913,1.123825,0.12247826,0.04545,2669.8696,0.21803478,0.32827174,16.091087
327.26478,0.90796196,3.1245652,0.2325587,1760.7391,0.1110087,0.091076087,14.036739
331.68913,0.9631163,17.657609,0.092263043,997.17391,0.74972174,0.3428587,25.136739
344.44913,1.1604511,8.7726522,0.1208413,3293.087,0.048608696,0.36044565,16.011522
325.15,1.1609011,8.7632609,0.12732391,3515.3478,0.000191304,0.045684783,21.352826
332.08304,1.2987967,12.227087,0.22187609,5963.6087,0.42711304,0.11009783,24.052826
341.61609,1.231825,12.252913,0.069280435,1895.6087,0.049095652,0.038054348,13.58413
327.90391,0.89937283,5.067,0.25581522,5072.4783,0.48652174,0.48394565,27.222391
329.4613,1.1954141,16.177696,0.024854348,330.3913,0.77803478,0.39716304,2.1671739
341.79435,1.2954511,12.135522,0.090945652,5251.9565,0.18547826,0.37996739,26.066739
325.81348,1.240238,11.654217,0.26871522,903,0.75803478,0.1128587,0.56282609
336.12565,1.2122207,15.301957,0.047341304,2440.0435,0.12707826,0.47372826,16.525435
342.73174,1.0042815,8.1841304,0.26491957,4741.9565,0.48707826,0.24677174,22.278913
344.28217,0.94404022,14.404304,0.083823913,5320.8261,0.44064348,0.094336957,2.4136957
328.00043,1.2299076,8.9017826,0.025284783,3740.4783,0.78092174,0.34755435,18.950217
337.99087,1.1325315,6.9123913,0.22826739,4236.6522,0.059704348,0.42909783,18.440217
341.4813,1.0350967,9.9082174,0.28119783,1170.3913,0.38721739,0.32790217,12.411522
325.07435,1.2079946,7.2191739,0.20240217,32.217391,0.32533913,0.055271739,25.147174
335.94739,0.89722065,15.866217,0.28867174,2865.7826,0.63994783,0.46825,20.707174
333.70652,1.1747728,4.8736957,0.04638913,4969.1739,0.72968696,0.32857609,9.8523913
342.00826,1.158338,4.1513478,0.25400217,5998.3043,0.077234783,0.3426413,12.060652
338.12478,0.99661196,13.532478,0.097376087,2802.6522,0.43827826,0.42088043,8.7945652
337.75696,1.2792902,5.268913,0.14321087,478.30435,0.28286957,0.18175,10.783696
343.01783,0.98911848,7.4422174,0.069867391,3693.2609,0.13747826,0.16679348,21.616304
334.48913,1.0587707,13.771174,0.26390217,5899.4348,0.1012,0.37718478,12.988043
334.40739,0.94405978,8.469,0.067545652,2823.2609,0.19629565,0.32507609,20.128043
336.4187,0.93007065,12.486913,0.1536587,3939,0.21834783,0.43133696,6.5784783
332.07261,1.2057446,7.2152609,0.12213261,2504.7391,0.57546087,0.29394565,21.612391
329.26826,1.2559293,5.1147391,0.074706522,5864.7391,0.44735652,0.42511957,1.7915217
335.56739,1.2411576,15.728478,0.24282391,3872.2174,0.50186087,0.42729348,18.522391
343.69783,1.0736402,13.90813,0.28993696,5825.8696,0.31914783,0.01048913,24.887609
340.14565,1.2365402,17.092565,0.012893478,4931.6087,0.28116522,0.13801087,9.6945652
331.00652,0.85769891,0.51691304,0.13388478,3309.5217,0.37612174,0.38298913,22.118478
333.8187,1.1019511,5.8777826,0.012932609,2620.5652,0.20412174,0.25025,8.1176087
341.07609,1.0921293,0.34708696,0.24501522,3299.6087,0.72311304,0.24309783,10.948043
336.31087,1.0713315,12.296739,0.087423913,773.6087,0.30064348,0.07451087,12.331957
327.12478,0.96237283,14.995957,0.26499783,2270.2174,0.57212174,0.21840217,28.380652
329.84391,1.0074315,8.5167391,0.28431522,1929.7826,0.38634783,0.37446739,10.141957
327.73435,1.086925,13.444826,0.14278043,4573.9565,0.65083478,0.32701087,23.460652
337.15522,0.94863804,6.1524783,0.18510652,5050.3043,0.10161739,0.16855435,24.719348
338.32304,1.0582033,6.7073478,0.043871739,2083.6957,0.17584348,0.032271739,20.914565
329.66739,1.1748315,0.20073913,0.11798478,4057.4348,0.09306087,0.39079348,29.219348
335.11435,1.1029685,0.44491304,0.055454348,4272.1304,0.40735652,0.32201087,1.7641304
325.75261,0.91786196,10.936565,0.13384565,3571.6957,0.4945913,0.013076087,7.4380435
343.34739,0.93067717,1.409087,0.004780435,67.173913,0.10123478,0.49970652,2.1371739
342.39522,1.2252315,2.6784783,0.13123696,102.91304,0.74885217,0.29527174,12.089348
343.57522,1.242312,6.2996087,0.19245,748.56522,0.2569913,0.08051087,28.398913
334.99174,0.97865109,11.259783,0.18094565,4810.8261,0.4990087,0.24657609,17.79587
332.14739,1.2862554,8.3023043,0.23908043,2755.6957,0.45090435,0.28233696,20.622391
338.13435,1.1618402,8.4071739,0.074341304,4697.087,0.50982609,0.35642391,17.218043
338.50826,1.2133359,15.461609,0.20725435,3102.6522,0.6593913,0.28409783,4.665
333.2387,1.1678859,7.770913,0.11036739,4012.5652,0.2009913,0.21483696,24.552391
344.55348,1.2555185,10.546826,0.26323696,5573.6087,0.71163478,0.27327174,4.301087
344.73087,0.896575,12.438391,0.023928261,2461.4348,0.58046957,0.38731522,5.235
342.38478,1.0632707,11.832652,0.23957609,1155,0.56474783,0.18703261,23.639348
333.19087,1.2068011,10.362913,0.17131957,1663.9565,0.007634783,0.08998913,7.5697826
325.77783,1.091875,4.9292609,0.13393696,1953.7826,0.77264348,0.06025,16.113261
340.99957,0.9797663,13.236652,0.13949348,358.56522,0.25038261,0.36129348,1.0284783
343.61435,0.92834891,11.126739,0.051241304,2109.7826,0.66506087,0.18142391,17.918478
326.85696,1.0823663,2.6221304,0.096554348,2673.2609,0.60721739,0.30951087,23.669348
335.33174,1.2032402,7.6073478,0.068380435,1884.6522,0.097547826,0.43444565,16.980652
327.77348,1.0994076,1.1774348,0.083536957,3462.3913,0.68565217,0.06275,3.0358696
335.75696,0.93402283,7.1628261,0.01788913,2636.7391,0.22624348,0.17481522,13.798043
342.92217,1.2665141,1.2807391,0.028584783,5522.7391,0.32805217,0.4391413,12.201522
325.14913,0.95542717,11.728565,0.07695,3030.913,0.04453913,0.2573587,11.117609
326.97957,1.0080967,14.445783,0.073884783,5494.3043,0.041895652,0.37625,12.710217
328.22565,1.1000924,0.4676087,0.062823913,3216.6522,0.22450435,0.27092391,24.570652
333.91261,1.2958815,0.27821739,0.11399348,3174.3913,0.46728696,0.39627174,0.73369565
344.26043,1.0074511,4.145087,0.098471739,3736.3043,0.77768696,0.44742391,13.95587
330.45174,0.95697283,16.612043,0.2309413,820.04348,0.28530435,0.19296739,16.143261
338.5413,1.2418815,1.6391739,0.15465,159.52174,0.68561739,0.054228261,10.726304
330.55261,1.249512,9.905087,0.25256739,3507.7826,0.47834783,0.004902174,15.433696
330.47174,1.1486728,7.0391739,0.17139783,5319.7826,0.51403478,0.46301087,12.723261
335.62826,1.1123598,3.5636087,0.090528261,2432.4783,0.63344348,0.38003261,18.745435
330.40826,1.0951815,14.283783,0.15195,549.26087,0.4185913,0.25472826,26.511522
343.46478,1.029638,14.653957,0.004141304,4730.4783,0.65886957,0.35892391,12.453261
339.59261,1.2803859,7.7356957,0.052128261,1084.0435,0.74231304,0.12651087,14.098043
336.02565,0.98152717,13.612304,0.12088043,2799.7826,0.31768696,0.067771739,18.882391
326.18565,0.92414239,12.52213,0.027319565,4923,0.19351304,0.084423913,10.158913
344.62826,0.888925,7.7654348,0.10852826,4956.3913,0.51650435,0.29429348,7.6584783
337.08304,0.9996837,15.533609,0.14623696,1317.5217,0.52304348,0.3421413,27.013696
335.57,0.95675761,3.2748261,0.001063044,3668.7391,0.50627826,0.2413587,6.3828261
342.57696,0.87642283,6.8419565,0.19929783,197.34783,0.40276522,0.36081522,4.7576087
334.1987,1.0008185,4.1912609,0.28951957,4913.8696,0.26787826,0.49481522,17.707174
341.90391,0.91369457,9.743087,0.26703261,5466.1304,0.76133913,0.43533696,0.11934783
338.87522,1.0003489,4.6044783,0.00101087,5467.6957,0.23285217,0.26811957,28.88413
343.54391,1.2858837,1.1383043,0.045763043,1800.1304,0.74248696,0.4851413,1.271087
326.8413,0.87274457,5.5295217,0.20488043,5281.9565,0.29483478,0.14005435,25.58413
336.80739,1.283262,10.618826,0.09675,4540.0435,0.16074783,0.37672826,8.2597826
342.35435,0.90277717,1.3636957,0.10308913,4083.2609,0.085026087,0.35920652,12.241957
336.38478,1.2223359,6.5187391,0.006893478,3057,0.78721739,0.02975,5.921087
338.7213,0.87732283,11.925,0.11507609,4794.6522,0.55904348,0.3203587,20.621087
326.46565,0.85384457,14.254043,0.11101957,5657.087,0.34245217,0.20703261,27.762391
343.99435,0.90093804,14.427783,0.23381087,1604.7391,0.14241739,0.34898913,17.820652
330.56391,1.1577902,1.6274348,0.21810652,4554.3913,0.2612,0.01248913,22.481087
338.25435,0.89545978,5.6539565,0.29161957,261.52174,0.55532174,0.21394565,17.092826
342.45609,1.1402598,12.860217,0.17951087,4212.913,0.2212,0.44281522,26.716304
336.41,0.92668587,15.648652,0.2541587,1964.7391,0.14954783,0.14768478,28.813696
325.00217,1.2394554,4.347,0.23671957,742.30435,0.090973913,0.4456413,5.025
331.65261,1.2731076,0.19995652,0.040467391,3119.6087,0.48081739,0.30716304,23.381087
331.71435,1.2049228,3.6434348,0.06888913,3440.4783,0.72885217,0.48127174,5.6263043
325.95087,1.0329641,4.5723913,0.1742413,3086.4783,0.61768696,0.25207609,10.083261
327.39957,1.0959054,10.911522,0.049206522,1026.6522,0.43914783,0.05825,12.495
341.96913,0.98839457,11.120478,0.16496739,3512.2174,0.73946087,0.093706522,10.432826
333.64565,1.1652446,17.845435,0.10153696,1702.3043,0.75973913,0.031923913,25.038913
339.89348,1.0936359,10.604739,0.23891087,871.95652,0.2761913,0.10122826,29.884565
344.25783,0.92214674,10.716652,0.16796739,1678.0435,0.60777391,0.37051087,22.191522
337.38913,1.2749076,4.0425652,0.2289587,2988.1304,0.15782609,0.24788043,15.698478
340.03261,1.0220859,14.270478,0.015906522,3589.9565,0.27883478,0.44416304,21.718043
342.71261,1.0899576,11.762217,0.19195435,1267.9565,0.49817391,0.45598913,20.461957
325.44652,1.1820315,0.7916087,0.10953261,2731.4348,0.10874783,0.45151087,21.997174
339.85957,0.99406848,14.226652,0.089732609,4637.3478,0.20387826,0.45479348,7.6363043
328.6013,0.930325,12.073696,0.14596304,1714.0435,0.066626087,0.088293478,16.473261
335.28043,0.95354891,0.23595652,0.082754348,1524.1304,0.73925217,0.47244565,19.56587
341.03261,1.2041011,0.30717391,0.09971087,2496.3913,0.75045217,0.20681522,3.8119565
